date,institute,cdl,unione,others,ulivo,fi,an,udc,prc,ln,pdci,idv,fdv,ulivo_pd,ld,pd,pdl,sa,rc,sel,m5s,fli,sc,fdi,cd,vtr,sample_size,eu,i,cp,nci,leu,pap,cpi,si,ap,mdp,cp_ap,sel_si,ncd,pdl_fi
2012-05-17,Datamonitor,NA,NA,14,NA,NA,NA,6.1,NA,4.2,NA,5.7,NA,NA,NA,23.9,20,NA,NA,6.8,14.8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-17,SWG,NA,NA,15.4,NA,NA,NA,6.2,NA,6.2,NA,6.1,NA,NA,NA,24,17.9,NA,NA,5.6,13.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-15,SpinCon,NA,NA,16.2,NA,NA,NA,5.8,NA,6.7,NA,3.9,NA,NA,NA,26.1,18.8,NA,NA,5.8,13.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-14,Ipsos,NA,NA,9,NA,NA,NA,7.8,NA,5,NA,7.9,NA,NA,NA,25.2,19,NA,NA,6.6,16.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-12,Digis,NA,NA,11.2,NA,NA,NA,7.9,NA,5.5,NA,7.8,NA,NA,NA,26.1,20.1,NA,NA,7.5,9.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-11,EMG,NA,NA,11.9,NA,NA,NA,8.5,NA,5.3,NA,5.5,NA,NA,NA,26.5,21.7,NA,NA,7.7,8.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-09,SWG,NA,NA,17.3,NA,NA,NA,5.9,NA,5.1,NA,5.3,NA,NA,NA,24.9,19.9,NA,NA,6.1,11.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-08,SpinCon,NA,NA,16,NA,NA,NA,5.5,NA,8,NA,4.1,NA,NA,NA,25.6,20.3,NA,NA,5.5,12.1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-07,Ipsos,NA,NA,7.6,NA,NA,NA,7.5,NA,5.2,NA,8.6,NA,NA,NA,25.6,19.5,NA,NA,7.7,15.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-04,EMG,NA,NA,11.1,NA,NA,NA,8.9,NA,5.8,NA,6,NA,NA,NA,27.7,23.2,NA,NA,7.4,6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-03,SWG,NA,NA,11.4,NA,NA,NA,6,NA,6.1,NA,5.8,NA,NA,NA,26.9,25,NA,NA,6.5,7.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-27,EMG,NA,NA,10.3,NA,NA,NA,8.7,NA,5.7,NA,6.7,NA,NA,NA,29.2,23.1,NA,NA,7,5.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-26,IPR,NA,NA,12,NA,NA,NA,8.5,NA,5.5,NA,7.5,NA,NA,NA,28,22.5,NA,NA,7.5,6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-23,Ipsos,NA,NA,9.4,NA,NA,NA,8.5,NA,7.1,NA,9.3,NA,NA,NA,26.2,20.2,NA,NA,7.5,7.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-22,SpinCon,NA,NA,16.8,NA,NA,NA,6.3,NA,7.6,NA,4.9,NA,NA,NA,25.7,21.6,NA,NA,6.4,7.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-20,EMG,NA,NA,10.1,NA,NA,NA,9.1,NA,6.7,NA,7.5,NA,NA,NA,29.7,21.9,NA,NA,6.6,4.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-19,SWG,NA,NA,10.9,NA,NA,NA,6.1,NA,6.9,NA,6.2,NA,NA,NA,26.2,25.3,NA,NA,6.2,7.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-18,SpinCon,NA,NA,15.1,NA,NA,NA,6.6,NA,7.5,NA,6.1,NA,NA,NA,24.5,23.1,NA,NA,7.4,6.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-17,IPR,NA,NA,11.5,NA,NA,NA,8.5,NA,6,NA,7.5,NA,NA,NA,28.5,23,NA,NA,7,5.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-17,Lorien,NA,NA,10.3,NA,NA,NA,7.6,NA,7.8,NA,9,NA,NA,NA,26.6,23.8,NA,NA,7.5,4.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-16,Ipsos,NA,NA,9.3,NA,NA,NA,8.2,NA,7.2,NA,9.3,NA,NA,NA,26,20.8,NA,NA,7.4,7.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-16,Demopolis,NA,NA,8.5,NA,NA,NA,8.3,NA,7,NA,8.8,NA,NA,NA,26,23,NA,NA,7.2,7.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-14,Digis,NA,NA,10.5,NA,NA,NA,8,NA,7,NA,8.5,NA,NA,NA,26.9,21.9,NA,NA,7.3,5,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-13,EMG,NA,NA,10.5,NA,NA,NA,9,NA,6.6,NA,8.1,NA,NA,NA,30.1,21.4,NA,NA,6.1,4.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-13,Tecnè,NA,NA,13.5,NA,NA,NA,8,NA,4,NA,8.5,NA,NA,NA,26,23,NA,NA,6.5,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-12,Datamonitor,NA,NA,12.2,NA,NA,NA,6.8,NA,6.5,NA,7.2,NA,NA,NA,24.9,24.2,NA,NA,6.5,6.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-11,SWG,NA,NA,11,NA,NA,NA,6.3,NA,7.1,NA,6.5,NA,NA,NA,25.2,24.9,NA,NA,6.8,7.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-11,CISE,NA,NA,5.8,NA,NA,NA,8.5,NA,7.4,NA,9.5,NA,NA,NA,30.2,22.5,NA,NA,7.8,5.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-10,Ipsos,NA,NA,11.3,NA,NA,NA,8,NA,6.5,NA,9.4,NA,NA,NA,26.2,22.2,NA,NA,7.2,5.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-10,SpinCon,NA,NA,13.2,NA,NA,NA,6.9,NA,8.2,NA,6.7,NA,NA,NA,25.3,22.9,NA,NA,7.3,5.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-06,EMG,NA,NA,10.8,NA,NA,NA,8.3,NA,7,NA,8,NA,NA,NA,28.9,22,NA,NA,7.2,4.1,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-05,SWG,NA,NA,9.8,NA,NA,NA,6.2,NA,7.9,NA,6.2,NA,NA,NA,26,24.7,NA,NA,6.8,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-04,SpinCon,NA,NA,12.4,NA,NA,NA,7.4,NA,8.4,NA,6.5,NA,NA,NA,25.6,22.3,NA,NA,7.9,5.6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-03,IPR,NA,NA,11.5,NA,NA,NA,8.5,NA,9,NA,7,NA,NA,NA,27,22,NA,NA,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-03,ISPO,NA,NA,11.7,NA,NA,NA,7.5,NA,7.9,NA,8.6,NA,NA,NA,29,21.6,NA,NA,7,3.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-02,Euromedia,NA,NA,11.9,NA,NA,NA,8.1,NA,7.9,NA,7.6,NA,NA,NA,26.4,23.8,NA,NA,7.7,4.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-30,EMG,NA,NA,10.7,NA,NA,NA,7.5,NA,8.2,NA,8.4,NA,NA,NA,27.2,22.7,NA,NA,8,4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-28,IPR,NA,NA,10,NA,NA,NA,8.5,NA,9.5,NA,7,NA,NA,NA,27.5,22,NA,NA,7.5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-28,SpinCon,NA,NA,11.3,NA,NA,NA,6.8,NA,8.9,NA,6.8,NA,NA,NA,25.9,23.6,NA,NA,7.7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-28,Lorien,NA,NA,8.7,NA,NA,NA,7.9,NA,8.7,NA,8.2,NA,NA,NA,27.6,25.1,NA,NA,7,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-26,Ipsos,NA,NA,8.7,NA,NA,NA,7.7,NA,9.7,NA,9,NA,NA,NA,27,21.8,NA,NA,7.2,4.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-24,Digis,NA,NA,8,NA,NA,NA,8.3,NA,9.8,NA,7.9,NA,NA,NA,27.2,22.3,NA,NA,7,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-23,EMG,NA,NA,11,NA,NA,NA,7.2,NA,7.9,NA,7.8,NA,NA,NA,26.6,23.8,NA,NA,8.8,3.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-21,SWG,NA,NA,10,NA,NA,NA,6.5,NA,9,NA,5.5,NA,NA,NA,26,23.5,NA,NA,7,7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-19,Ipsos,NA,NA,8.1,NA,NA,NA,8.2,NA,10,NA,8.5,NA,NA,NA,27.7,22.1,NA,NA,7,4.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-19,Euromedia,NA,NA,12.3,NA,NA,NA,8.5,NA,9,NA,6.2,NA,NA,NA,26.6,23.7,NA,NA,6.7,4.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-19,IBS,NA,NA,9.6,NA,NA,NA,7,NA,10,NA,7.1,NA,NA,NA,25.5,24,NA,NA,7.9,5.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-16,EMG,NA,NA,11,NA,NA,NA,7,NA,8.4,NA,7.7,NA,NA,NA,26,23.6,NA,NA,8.7,4.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-15,ISPO,NA,NA,10.7,NA,NA,NA,8,NA,8.8,NA,8.7,NA,NA,NA,27.5,21.6,NA,NA,7.4,4.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-15,Tecnè,NA,NA,12,NA,NA,NA,7.5,NA,7,NA,8.5,NA,NA,NA,26,22,NA,NA,7.5,5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-15,Demos&Pi,NA,NA,6,NA,NA,NA,9.8,NA,10.1,NA,8.5,NA,NA,NA,27.2,23.5,NA,NA,5.9,5.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-14,Coesis,NA,NA,6,NA,NA,NA,8,NA,10,NA,8,NA,NA,NA,29,23,NA,NA,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-13,GPG,NA,NA,13,NA,NA,NA,7.6,NA,9.9,NA,6.4,NA,NA,NA,25,21.8,NA,NA,7,5.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-12,Ipsos,NA,NA,8.3,NA,NA,NA,8.4,NA,9.8,NA,8.4,NA,NA,NA,27.5,22.2,NA,NA,6.8,4.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-11,Digis,NA,NA,8.6,NA,NA,NA,8,NA,10,NA,8.1,NA,NA,NA,26.9,21.9,NA,NA,7.2,4.4,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-09,EMG,NA,NA,11,NA,NA,NA,7.3,NA,8.8,NA,7.1,NA,NA,NA,25.6,23.7,NA,NA,8.2,4.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-08,Lorien,NA,NA,8.3,NA,NA,NA,7.5,NA,8.9,NA,8.8,NA,NA,NA,28,26.1,NA,NA,6.2,2.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-06,ISPO,NA,NA,10.2,NA,NA,NA,8.4,NA,9.3,NA,8.1,NA,NA,NA,27.4,22.1,NA,NA,7.2,4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-06,SWG,NA,NA,10.5,NA,NA,NA,6.5,NA,8.5,NA,5.5,NA,NA,NA,26,23.5,NA,NA,7,7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-05,Ipsos,NA,NA,8.4,NA,NA,NA,8.1,NA,10.2,NA,8.6,NA,NA,NA,27.4,22,NA,NA,6.7,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-05,Euromedia,NA,NA,10.7,NA,NA,NA,7.5,NA,10.5,NA,7.1,NA,NA,NA,26.3,23.7,NA,NA,7.5,4.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-04,Digis,NA,NA,8.4,NA,NA,NA,8.1,NA,10.1,NA,8.2,NA,NA,NA,27,21.5,NA,NA,7.4,4.5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-03,IPR,NA,NA,10,NA,NA,NA,8,NA,9.5,NA,7,NA,NA,NA,28,22,NA,NA,7,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-03-02,EMG,NA,NA,10.4,NA,NA,NA,7.6,NA,9.9,NA,6.9,NA,NA,NA,25.9,23.7,NA,NA,7.6,4.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-28,Demopolis,NA,NA,11.3,NA,NA,NA,8,NA,10.2,NA,9,NA,NA,NA,27,21,NA,NA,7.8,4.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-27,Ipsos,NA,NA,8.4,NA,NA,NA,8.3,NA,9.9,NA,8.4,NA,NA,NA,27.3,22,NA,NA,7,4.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-24,EMG,NA,NA,10,NA,NA,NA,7.7,NA,10.6,NA,7.3,NA,NA,NA,26.1,23.4,NA,NA,6.9,4.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-23,ISPO,NA,NA,11.3,NA,NA,NA,8.2,NA,9,NA,8.1,NA,NA,NA,26.5,20.7,NA,NA,7.4,4.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-21,Piepoli,NA,NA,10.5,NA,NA,NA,9,NA,9.5,NA,4,NA,NA,NA,29.5,24,NA,NA,6.5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-20,Ipsos,NA,NA,7.9,NA,NA,NA,8,NA,10.2,NA,8.7,NA,NA,NA,27.5,22.1,NA,NA,6.8,4.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-18,Digis,NA,NA,8.2,NA,NA,NA,7.6,NA,10.1,NA,7.5,NA,NA,NA,27.9,22.5,NA,NA,6.9,4.7,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-17,EMG,NA,NA,10.6,NA,NA,NA,7.6,NA,11.1,NA,7.3,NA,NA,NA,26.4,22.4,NA,NA,7.1,4.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-17,Lorien,NA,NA,7.7,NA,NA,NA,7.7,NA,10.4,NA,8.1,NA,NA,NA,27.8,25.5,NA,NA,7,3.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-15,Tecnè,NA,NA,10.5,NA,NA,NA,7.5,NA,6.5,NA,8.5,NA,NA,NA,27,23,NA,NA,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-13,Ipsos,NA,NA,8.8,NA,NA,NA,7.7,NA,10.1,NA,8.3,NA,NA,NA,27.1,22.5,NA,NA,6.6,5.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-10,EMG,NA,NA,10,NA,NA,NA,7.9,NA,10.4,NA,6.5,NA,NA,NA,27.6,23.5,NA,NA,6,4.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-06,Ipsos,NA,NA,8.2,NA,NA,NA,7.8,NA,10.2,NA,8.5,NA,NA,NA,28,22.2,NA,NA,6.5,4.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-03,EMG,NA,NA,10,NA,NA,NA,8.1,NA,9.9,NA,6.3,NA,NA,NA,29,22.8,NA,NA,6.3,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-02-01,Lorien,NA,NA,7.3,NA,NA,NA,8,NA,9.2,NA,7.2,NA,NA,NA,28.6,26,NA,NA,6.4,4.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-31,GPG,NA,NA,14.1,NA,NA,NA,7.1,NA,9.7,NA,5.5,NA,NA,NA,24.5,21.7,NA,NA,6.7,6.9,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-31,Crespi,NA,NA,10.9,NA,NA,NA,7.5,NA,10.5,NA,6.5,NA,NA,NA,27.5,22,NA,NA,7,4.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-30,Digis,NA,NA,7.5,NA,NA,NA,7.8,NA,9.7,NA,7.9,NA,NA,NA,28.1,23,NA,NA,6.9,4.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-30,Ipsos,NA,NA,7.7,NA,NA,NA,7.8,NA,10.2,NA,8.8,NA,NA,NA,28.1,22.5,NA,NA,6.7,4.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-27,Coesis,NA,NA,8.5,NA,NA,NA,7.5,NA,10,NA,7.5,NA,NA,NA,28,23,NA,NA,7,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-27,Demos&Pi,NA,NA,7.2,NA,NA,NA,10.5,NA,9.8,NA,8.3,NA,NA,NA,28.8,22.3,NA,NA,6,3.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-27,EMG,NA,NA,10.3,NA,NA,NA,7.6,NA,9,NA,6.7,NA,NA,NA,28.9,23.2,NA,NA,6.3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-23,Ipsos,NA,NA,7.5,NA,NA,NA,8,NA,10.3,NA,8.5,NA,NA,NA,28.4,22.2,NA,NA,6.9,4.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-18,ISPO,NA,NA,10.8,NA,NA,NA,7.4,NA,8.5,NA,7.5,NA,NA,NA,28.3,24.2,NA,NA,6,3.6,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-17,EMG,NA,NA,9.5,NA,NA,NA,7.9,NA,9.4,NA,7.4,NA,NA,NA,28.1,24.7,NA,NA,5.5,4.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-16,Ipsos,NA,NA,7.8,NA,NA,NA,7.8,NA,9.7,NA,8.3,NA,NA,NA,28.8,22.5,NA,NA,7.1,4.1,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-13,Tecnè,NA,NA,8.5,NA,NA,NA,7.5,NA,6,NA,8.5,NA,NA,NA,28,24.5,NA,NA,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-13,EMG,NA,NA,10.8,NA,NA,NA,7.4,NA,10.2,NA,6.6,NA,NA,NA,28,22.9,NA,NA,6.7,3.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-13,SWG,NA,NA,7,NA,NA,NA,7,NA,10,NA,6.5,NA,NA,NA,25.5,23.5,NA,NA,7.5,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-09,Ipsos,NA,NA,7.2,NA,NA,NA,7.5,NA,9.8,NA,8,NA,NA,NA,29.5,23,NA,NA,7,4.3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-19,Ipsos,NA,NA,6.5,NA,NA,NA,7.5,NA,8.8,NA,8.3,NA,NA,NA,29.6,24,NA,NA,6.5,4.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-19,CISE,NA,NA,4.5,NA,NA,NA,6.6,NA,12.2,NA,7.1,NA,NA,NA,31.9,23.3,NA,NA,6.2,4.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-16,EMG,NA,NA,11.1,NA,NA,NA,7.2,NA,9,NA,5.8,NA,NA,NA,28.2,24.2,NA,NA,6.4,4.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-15,IPR,NA,NA,10.8,NA,NA,NA,6.5,NA,7.7,NA,7,NA,NA,NA,28,25,NA,NA,7.5,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-15,Tecnè,NA,NA,8.5,NA,NA,NA,6.5,NA,7,NA,8,NA,NA,NA,28.5,25.5,NA,NA,6.5,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12-15,GPG,NA,NA,14.2,NA,NA,NA,6.5,NA,9.9,NA,5.4,NA,NA,NA,25,23,NA,NA,5.8,6.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
