date,institute,cdl,unione,others,ulivo,fi,an,udc,prc,ln,pdci,idv,fdv,ulivo_pd,ld,pd,pdl,sa,rc,sel,m5s,fli,sc,fdi,cd,vtr,sample_size,eu,i,cp,nci,leu,pap,cpi,si,ap,mdp,cp_ap,sel_si,ncd,pdl_fi
2017-05-20,EMG,NA,NA,4.2,NA,13.3,NA,NA,NA,12.7,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,30,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.5,3,NA,NA,NA,NA
2017-05-19,Lorien,NA,NA,2.5,NA,13.7,NA,NA,NA,14.3,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,29.2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.8,2.3,1.5,NA,NA,NA
2017-05-19,ScenariPolitici,NA,NA,5.7,NA,12.5,NA,NA,NA,11.5,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,27.6,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.5,3.3,2,NA,NA,NA
2017-05-18,Index,NA,NA,5.3,NA,13.5,NA,NA,NA,12.5,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,29.3,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,3.4,NA,NA,NA,NA
2017-05-17,Ixè,NA,NA,5,NA,12.9,NA,NA,NA,12.4,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,28.5,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.8,2.8,NA,NA,NA,NA
2017-05-17,SWG,NA,NA,3.4,NA,11.7,NA,NA,NA,13.6,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,27.6,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3.1,3.7,NA,NA,NA,NA
2017-05-13,EMG,NA,NA,4.1,NA,13.3,NA,NA,NA,12.9,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,29.6,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.6,3.1,NA,NA,NA,NA
2017-05-11,Index,NA,NA,5.2,NA,13.2,NA,NA,NA,12.2,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,29.5,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.3,3.6,NA,NA,NA,NA
2017-05-11,Demos,NA,NA,3.2,NA,13.3,NA,NA,NA,12.9,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,27.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2,3.8,2,NA,NA,NA
2017-05-10,Ixè,NA,NA,5.2,NA,12.8,NA,NA,NA,12.6,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,28.1,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.1,3,NA,NA,NA,NA
2017-05-10,SWG,NA,NA,3.5,NA,11.5,NA,NA,NA,13,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,27.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.8,3.7,NA,NA,NA,NA
2017-05-08,Euromedia,NA,NA,1.9,NA,13.9,NA,NA,NA,13.5,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,29.3,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3,2.4,1.5,NA,NA,NA
2017-05-08,Tecnè,NA,NA,3,NA,12.5,NA,NA,NA,12,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,32,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,3.5,0.5,NA,NA,NA
2017-05-06,EMG,NA,NA,4.2,NA,13,NA,NA,NA,12.4,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,29,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.8,3.5,NA,NA,NA,NA
2017-05-05,ScenariPolitici,NA,NA,5.7,NA,12.3,NA,NA,NA,11.9,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,26.8,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.5,3.5,2.2,NA,NA,NA
2017-05-04,Ipsos,NA,NA,1.7,NA,13.1,NA,NA,NA,12.3,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,30.2,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3,2.4,NA,NA,NA,NA
2017-05-03,Index,NA,NA,5,NA,13.1,NA,NA,NA,12.2,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,29.4,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.5,3.8,NA,NA,NA,NA
2017-05-03,Ixè,NA,NA,4.9,NA,12.4,NA,NA,NA,12.8,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,28.2,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.2,3.6,NA,NA,NA,NA
2017-05-03,SWG,NA,NA,4,NA,12.3,NA,NA,NA,12.8,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,26.7,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3,4.2,NA,NA,NA,NA
2017-04-30,EMG,NA,NA,4.7,NA,12.7,NA,NA,NA,12.5,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,28.6,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.2,4,NA,NA,NA,NA
2017-04-27,Index,NA,NA,4.7,NA,13.2,NA,NA,NA,12.4,NA,NA,NA,NA,NA,25.6,NA,NA,NA,NA,30.2,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.6,4,NA,NA,NA,NA
2017-04-27,Bidimedia,NA,NA,5.4,NA,11.9,NA,NA,NA,11.7,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,26.8,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,5.1,1.6,NA,NA,NA
2017-04-27,Demopolis,NA,NA,2.7,NA,12.7,NA,NA,NA,12.8,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,30,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,4.2,NA,NA,NA,NA
2017-04-26,Ixè,NA,NA,4.8,NA,12.6,NA,NA,NA,12.9,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,28.4,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.1,3.7,NA,NA,NA,NA
2017-04-26,Lorien,NA,NA,2,NA,13.2,NA,NA,NA,14.8,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,29.5,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3,3.1,1.8,NA,NA,NA
2017-04-26,SWG,NA,NA,3.9,NA,11.5,NA,NA,NA,13.5,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,27.3,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.2,3.7,NA,NA,NA,NA
2017-04-23,EMG,NA,NA,4.5,NA,13.2,NA,NA,NA,12.4,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,29.4,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3,4,NA,NA,NA,NA
2017-04-21,ScenariPolitici,NA,NA,5.1,NA,13,NA,NA,NA,11.9,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,27.2,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,3,3.4,2.1,NA,NA,NA
2017-04-20,Index,NA,NA,4.4,NA,13,NA,NA,NA,12.4,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,30.6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.6,4,NA,NA,NA,NA
2017-04-19,Ixè,NA,NA,4.5,NA,12.8,NA,NA,NA,12.9,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,28.5,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.1,4,NA,NA,NA,NA
2017-04-19,SWG,NA,NA,4.1,NA,11.1,NA,NA,NA,13.2,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,27.5,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,NA,NA,NA,NA
2017-04-18,IPR,NA,NA,3,NA,13,NA,NA,NA,13,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,32,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.5,5,NA,NA,NA,NA
2017-04-16,EMG,NA,NA,4.8,NA,12.9,NA,NA,NA,12.3,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,30,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.7,3.9,NA,NA,NA,NA
2017-04-14,ScenariPolitici,NA,NA,5.3,NA,12.8,NA,NA,NA,11.5,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,27,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.2,3.7,2.3,NA,NA,NA
2017-04-13,Ipsos,NA,NA,2.1,NA,13.1,NA,NA,NA,12.9,NA,NA,NA,NA,NA,27.6,NA,NA,NA,NA,30.7,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.4,2.6,NA,NA,NA,NA
2017-04-12,Index,NA,NA,4.2,NA,12.8,NA,NA,NA,12.7,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,30.9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.7,3.9,NA,NA,NA,NA
2017-04-12,Ixè,NA,NA,4.6,NA,12.9,NA,NA,NA,12.7,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,28.7,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3,4.3,NA,NA,NA,NA
2017-04-12,SWG,NA,NA,4.3,NA,11.9,NA,NA,NA,12.9,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,28,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3.5,3.9,NA,NA,NA,NA
2017-04-11,Euromedia,NA,NA,4.5,NA,14,NA,NA,NA,13.5,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,28,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.5,3,1.8,NA,NA,NA
2017-04-11,Tecnè,NA,NA,3,NA,13,NA,NA,NA,12.5,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,31.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,4.5,1.5,NA,NA,NA
2017-04-09,Demopolis,NA,NA,2.8,NA,12.5,NA,NA,NA,12.7,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,30.2,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.2,4.3,NA,NA,NA,NA
2017-04-09,EMG,NA,NA,4.6,NA,12.4,NA,NA,NA,12.7,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,30.5,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.9,3.7,NA,NA,NA,NA
2017-04-07,Lorien,NA,NA,2.3,NA,12.6,NA,NA,NA,14,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,29.2,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,2.6,2.3,NA,NA,NA
2017-04-07,ScenariPolitici,NA,NA,5.6,NA,12.4,NA,NA,NA,11.3,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,27.3,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,3.5,4,2.5,NA,NA,NA
2017-04-06,Index,NA,NA,3.6,NA,12.6,NA,NA,NA,12.4,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,31.1,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.7,3.9,0.8,NA,NA,NA
2017-04-05,Ixè,NA,NA,5.3,NA,13.1,NA,NA,NA,12.6,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,28.5,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.8,4.4,NA,NA,NA,NA
2017-04-05,SWG,NA,NA,4.3,NA,12.3,NA,NA,NA,12.1,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,27.9,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.4,4.2,NA,NA,NA,NA
2017-04-03,Lorien,NA,NA,2.3,NA,12.6,NA,NA,NA,14,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,29.2,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,2.6,2.3,NA,NA,NA
2017-04-03,Bidimedia,NA,NA,5,NA,11.7,NA,NA,NA,11.7,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,27.3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3,5.5,2,NA,NA,NA
2017-04-02,Demopolis,NA,NA,2,NA,12.3,NA,NA,NA,12.7,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,30.2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.1,4.5,1.2,NA,NA,NA
2017-04-02,EMG,NA,NA,4.1,NA,12,NA,NA,NA,12.3,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,30.6,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.1,3.6,0.9,NA,NA,NA
2017-03-31,ScenariPolitici,NA,NA,5.3,NA,13.2,NA,NA,NA,11.2,NA,NA,NA,NA,NA,26.1,NA,NA,NA,NA,27.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,3.3,4.3,2.8,NA,NA,NA
2017-03-30,Index,NA,NA,3.7,NA,12.5,NA,NA,NA,12.3,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,31,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.7,4.1,0.9,NA,NA,NA
2017-03-29,Ixè,NA,NA,5.1,NA,12.8,NA,NA,NA,12.4,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,28.4,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.1,4.6,NA,NA,NA,NA
2017-03-29,SWG,NA,NA,4.1,NA,11.7,NA,NA,NA,12.3,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,28.3,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.3,4.7,NA,NA,NA,NA
2017-03-28,IPR,NA,NA,3.5,NA,12,NA,NA,NA,12,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,31,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4,6,NA,NA,NA,NA
2017-03-27,Piepoli,NA,NA,4.5,NA,11.5,NA,NA,NA,12.5,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,29,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,3.5,NA,NA,NA,NA
2017-03-26,EMG,NA,NA,4,NA,11.9,NA,NA,NA,11.9,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,30.3,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.4,4,1,NA,NA,NA
2017-03-24,ScenariPolitici,NA,NA,5.4,NA,13,NA,NA,NA,11.5,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,27.4,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.1,4.3,3.2,NA,NA,NA
2017-03-25,Euromedia,NA,NA,4.1,NA,14,NA,NA,NA,13.8,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,26.7,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.8,3.3,2,NA,NA,NA
2017-03-23,Index,NA,NA,3.6,NA,12.7,NA,NA,NA,12.5,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,30.8,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.6,4,1,NA,NA,NA
2017-03-22,Ixè,NA,NA,6.4,NA,12.8,NA,NA,NA,12.2,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,27.9,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.5,4.3,NA,NA,NA,NA
2017-03-22,Demopolis,NA,NA,2.5,NA,12,NA,NA,NA,12.8,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,30,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.2,4.6,1.4,NA,NA,NA
2017-03-22,SWG,NA,NA,4.1,NA,12.2,NA,NA,NA,12,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,27.8,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3.5,5,NA,NA,NA,NA
2017-03-20,IPR,NA,NA,2.5,NA,12,NA,NA,NA,13,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,31,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,5,NA,NA,NA,NA
2017-03-20,Piepoli,NA,NA,5,NA,11.5,NA,NA,NA,12.5,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,28.5,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,3.5,NA,NA,NA,NA
2017-03-19,EMG,NA,NA,3.9,NA,12.4,NA,NA,NA,12.2,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,29.9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.9,4.3,1,NA,NA,NA
2017-03-17,ScenariPolitici,NA,NA,5.1,NA,13.5,NA,NA,NA,12,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,26.5,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.8,4.6,3.7,NA,NA,NA
2017-03-16,Index,NA,NA,3.7,NA,12.4,NA,NA,NA,12.9,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,30.2,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,4.2,1,NA,NA,NA
2017-03-16,Ipsos,NA,NA,2,NA,12.7,NA,NA,NA,12.8,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,32.3,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.8,3.3,NA,NA,NA,NA
2017-03-15,Ixè,NA,NA,6,NA,12.4,NA,NA,NA,12.7,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,27.5,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.6,4.2,NA,NA,NA,NA
2017-03-15,SWG,NA,NA,4.5,NA,13,NA,NA,NA,12.4,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,26.9,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.3,4.7,NA,NA,NA,NA
2017-03-13,Lorien,NA,NA,2.8,NA,11.3,NA,NA,NA,13.9,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,29.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.8,3.2,2.8,NA,NA,NA
2017-03-12,Euromedia,NA,NA,4,NA,14,NA,NA,NA,13.7,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,26.4,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,3,2.3,NA,NA,NA
2017-03-12,Tecnè,NA,NA,4,NA,13.5,NA,NA,NA,13,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,29,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,6.5,2,NA,NA,NA
2017-03-12,EMG,NA,NA,3.7,NA,12.2,NA,NA,NA,12.9,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,30,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.6,4.2,1,NA,NA,NA
2017-03-09,Index,NA,NA,4,NA,12,NA,NA,NA,13.9,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,30,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,4.5,NA,NA,NA,NA
2017-03-09,Bidimedia,NA,NA,4.3,NA,12.2,NA,NA,NA,12.2,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,26.1,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.8,6,2.7,NA,NA,NA
2017-03-09,Bidimedia,NA,NA,4,NA,12,NA,NA,NA,12,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,24.5,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,14,NA,NA,NA
2017-03-08,Ixè,NA,NA,5.6,NA,12.3,NA,NA,NA,12.6,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,27.6,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.6,3.6,NA,NA,NA,NA
2017-03-08,SWG,NA,NA,4,NA,12.3,NA,NA,NA,12.7,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,27.6,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.4,3.6,1.8,NA,NA,NA
2017-03-07,IPR,NA,NA,3.5,NA,12,NA,NA,NA,13,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,30,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,6,NA,NA,NA,NA
2017-03-05,EMG,NA,NA,4.9,NA,11.8,NA,NA,NA,13.3,NA,NA,NA,NA,NA,27.6,NA,NA,NA,NA,29.1,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.5,4,NA,NA,NA,NA
2017-03-03,ScenariPolitici,NA,NA,5.6,NA,13.3,NA,NA,NA,12.2,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,25.2,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.7,5.5,3.6,NA,NA,NA
2017-03-03,ScenariPolitici,NA,NA,4.8,NA,13.3,NA,NA,NA,12.2,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,25.2,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,11.2,11.2,NA,NA,NA
2017-03-03,ScenariPolitici,NA,NA,5,NA,13.3,NA,NA,NA,12.2,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,25.2,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2.7,10.2,10.2,NA,NA,NA
2017-03-02,Index,NA,NA,3.8,NA,12,NA,NA,NA,14,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,29,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.7,3.5,NA,NA,NA,NA
2017-03-02,Demos,NA,NA,2.3,NA,11.5,NA,NA,NA,10.6,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,28.8,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2.4,4.2,2,NA,NA,NA
2017-03-01,Ixè,NA,NA,6.4,NA,12.7,NA,NA,NA,12.8,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,27.1,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2.6,2.9,NA,NA,NA,NA
2017-03-01,SWG,NA,NA,4.2,NA,12.2,NA,NA,NA,13.1,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,26,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3.2,4,2.3,NA,NA,NA
2017-02-27,Piepoli,NA,NA,5,NA,11,NA,NA,NA,12.5,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,28,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA
2017-02-26,EMG,NA,NA,4.3,NA,12.2,NA,NA,NA,13.3,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,28.4,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.7,3.8,NA,NA,NA,NA
2017-02-24,ScenariPolitici,NA,NA,4.9,NA,13.3,NA,NA,NA,12.6,NA,NA,NA,NA,NA,26.1,NA,NA,NA,NA,24.4,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,5.1,4.5,NA,NA,NA
2017-02-23,Index,NA,NA,4.8,NA,12,NA,NA,NA,13.9,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,29.2,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3.1,NA,NA,NA,NA,NA
2017-02-23,Lorien,NA,NA,5.3,NA,11.8,NA,NA,NA,14.1,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,29.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.1,NA,NA,NA,NA,NA
2017-02-22,Piepoli,NA,NA,4,NA,11,NA,NA,NA,12.5,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,28,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,8,NA,NA,NA
2017-02-22,Ixè,NA,NA,6,NA,12.9,NA,NA,NA,13,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,27.8,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3.6,NA,NA,NA,NA,NA
2017-02-22,SWG,NA,NA,3.9,NA,12.8,NA,NA,NA,12.9,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,25.3,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.3,3.2,3.9,NA,NA,NA
2017-02-21,Bidimedia,NA,NA,3.1,NA,11.9,NA,NA,NA,11.7,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,26,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.6,5.5,4.8,NA,NA,NA
2017-02-21,Bidimedia,NA,NA,5.3,NA,12.2,NA,NA,NA,11.9,NA,NA,NA,NA,NA,31.4,NA,NA,NA,NA,27.1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,3,NA,NA,NA,NA,NA
