candidate_name;state;cycle;candidate_party;general;multi_cand
Lisa Murkowski;Alaska;2016;REP;1;0
Margaret Stock;Alaska;2016;N;1;0
Ray Metcalfe;Alaska;2016;DEM;1;0
Ted Gianoutsos;Alaska;2016;N;0;0
Ann Kirkpatrick;Arizona;2016;DEM;1;0
Gary Swing;Arizona;2016;GRE;1;0
John McCain;Arizona;2016;REP;1;0
Kelli Ward;Arizona;2016;REP;0;0
Conner W. Eldridge;Arkansas;2016;DEM;1;0
Frank Gilbert;Arkansas;2016;LIB;0;0
John Boozman;Arkansas;2016;REP;1;0
Mike Beebe;Arkansas;2016;DEM;0;0
Adam B. Schiff;California;2016;DEM;0;0
Antonio Villaraigosa;California;2016;DEM;0;0
David T. Dreier;California;2016;REP;0;0
George Sundheim;California;2016;REP;0;0
Kamala D. Harris;California;2016;DEM;1;1
Loretta Sanchez;California;2016;DEM;1;1
Rocky J. Chavez;California;2016;REP;0;0
Ron Unz;California;2016;REP;0;0
Thomas Del Beccaro;California;2016;REP;0;0
Arn Menconi;Colorado;2016;GRE;0;0
Cynthia Coffman;Colorado;2016;REP;0;0
Darryl Glenn;Colorado;2016;REP;1;0
Lily Tang Williams;Colorado;2016;LIB;0;0
Michael F. Bennet;Colorado;2016;DEM;1;0
Mike Coffman;Colorado;2016;REP;0;0
William Robert Hammons;Colorado;2016;UNI;0;0
August Wolf;Connecticut;2016;REP;0;0
Dan Carter;Connecticut;2016;REP;1;0
Richard Blumenthal;Connecticut;2016;DEM;1;0
Alan Grayson;Florida;2016;DEM;0;0
Allen West;Florida;2016;REP;0;0
Anton Khoury;Florida;2016;NNE;0;0
Basil E. Dalack;Florida;2016;NNE;0;0
Carlos Beruff;Florida;2016;REP;0;0
Carlos Lopez-Cantera;Florida;2016;REP;0;0
David W. Jolly;Florida;2016;REP;0;0
Debbie Wasserman Schultz;Florida;2016;DEM;0;0
Jeff Atwater;Florida;2016;REP;0;0
Marco Rubio;Florida;2016;REP;1;0
Pam Bondi;Florida;2016;REP;0;0
Patrick Murphy;Florida;2016;DEM;1;0
Paul Anthony Stanton;Florida;2016;LIB;0;0
Ron DeSantis;Florida;2016;REP;0;0
Steven Machat;Florida;2016;NNE;0;0
Todd Wilcox;Florida;2016;REP;0;0
Allen Buckley;Georgia;2016;LIB;0;0
Jim Barksdale;Georgia;2016;DEM;1;0
Johnny Isakson;Georgia;2016;REP;1;0
Brian Schatz;Hawaii;2016;DEM;1;0
John Stanley Carroll;Hawaii;2016;REP;1;0
Jerry Sturgill;Idaho;2016;DEM;1;0
Marvin Richardson;Idaho;2016;CON;0;0
Mike Crapo;Idaho;2016;REP;1;0
Raymond J. Writz;Idaho;2016;CON;0;0
Kenton McMillen;Illinois;2016;LIB;0;0
Mark Kirk;Illinois;2016;REP;1;0
Scott K. Summers;Illinois;2016;GRE;0;0
Tammy Duckworth;Illinois;2016;DEM;1;0
Evan Bayh;Indiana;2016;DEM;1;0
Lucy M. Brenton;Indiana;2016;LIB;1;0
Todd C. Young;Indiana;2016;REP;1;0
Charles A. Aldrich;Iowa;2016;LIB;0;0
Chuck Grassley;Iowa;2016;REP;1;0
Patty Judge;Iowa;2016;DEM;1;0
Tom Vilsack;Iowa;2016;DEM;0;0
Jerry Moran;Kansas;2016;REP;1;0
Kathleen Sebelius;Kansas;2016;DEM;0;0
Monique Singh;Kansas;2016;DEM;0;0
Patrick Wiesner;Kansas;2016;DEM;1;0
Robert David Garrard;Kansas;2016;LIB;1;0
Jim Gray;Kentucky;2016;DEM;1;0
Rand Paul;Kentucky;2016;REP;1;0
Steve Beshear;Kentucky;2016;DEM;0;0
Thomas Massie;Kentucky;2016;REP;0;0
Abhay Patel;Louisiana;2016;REP;0;0
Anh Quang Cao;Louisiana;2016;REP;0;0
Caroline Fayard;Louisiana;2016;DEM;0;0
Charles W. Boustany Jr.;Louisiana;2016;REP;0;0
David Duke;Louisiana;2016;REP;0;0
Derrick Edwards;Louisiana;2016;DEM;0;0
Eric Skrmetta;Louisiana;2016;REP;0;0
Foster L. Campbell;Louisiana;2016;DEM;1;0
Gary Landrieu;Louisiana;2016;DEM;0;0
John Fleming;Louisiana;2016;REP;0;0
John Neely Kennedy;Louisiana;2016;REP;1;0
John Young;Louisiana;2016;REP;0;0
Joshua Pellerin;Louisiana;2016;DEM;0;0
Rob Maness;Louisiana;2016;REP;0;0
Scott A. Angelle;Louisiana;2016;REP;0;0
Troy M. Hebert;Louisiana;2016;IND;0;0
Vinny Mendoza;Louisiana;2016;DEM;0;0
Chris Van Hollen;Maryland;2016;DEM;1;0
Donna F. Edwards;Maryland;2016;DEM;0;0
Kathy Szeliga;Maryland;2016;REP;1;0
Margaret Flowers;Maryland;2016;GRE;0;0
Fred Ryman;Missouri;2016;CON;0;0
Jason Kander;Missouri;2016;DEM;1;0
Johnathan McFarland;Missouri;2016;GRE;0;0
Jonathan Dine;Missouri;2016;LIB;0;0
Roy Blunt;Missouri;2016;REP;1;0
Adam Paul Laxalt;Nevada;2016;REP;0;0
Brian E. Sandoval;Nevada;2016;REP;0;0
Brian K. Krolicki;Nevada;2016;REP;0;0
Catherine Cortez Masto;Nevada;2016;DEM;1;0
Dina Titus;Nevada;2016;DEM;0;0
Harry Reid;Nevada;2016;DEM;0;0
Jarrod M. Williams;Nevada;2016;NNE;0;0
Joseph J. Heck;Nevada;2016;REP;1;0
Michael Roberson;Nevada;2016;REP;0;0
Sharron Angle;Nevada;2016;REP;0;0
Tom F. Jones;Nevada;2016;IND;0;0
Tom Sawyer;Nevada;2016;NNE;0;0
Tony Gumina;Nevada;2016;NNE;0;0
Aaron Day;New Hampshire;2016;IND;0;0
Annie Kuster;New Hampshire;2016;DEM;0;0
Brian Chabot;New Hampshire;2016;LIB;0;0
Christopher Sununu;New Hampshire;2016;REP;0;0
Colin Van Ostern;New Hampshire;2016;DEM;0;0
Donnalee Lozeau;New Hampshire;2016;REP;0;0
Jacalyn L. Cilley;New Hampshire;2016;DEM;0;0
Jeb E. Bradley;New Hampshire;2016;REP;0;0
Jim M. Rubens;New Hampshire;2016;REP;0;0
Kelly Ayotte;New Hampshire;2016;REP;1;0
Margaret Wood Hassan;New Hampshire;2016;DEM;1;0
Ovide Lamontagne;New Hampshire;2016;REP;0;0
Charles E. Schumer;New York;2016;DEM;1;0
Wendy E. Long;New York;2016;REP;1;0
Allen Joines;North Carolina;2016;DEM;0;0
Anthony Foxx;North Carolina;2016;DEM;0;0
Christia Virdelle Rey;North Carolina;2016;DEM;0;0
Daniel Terry Blue;North Carolina;2016;DEM;0;0
Deborah K. Ross;North Carolina;2016;DEM;1;0
Grier Martin;North Carolina;2016;DEM;0;0
Janet Cowell;North Carolina;2016;DEM;0;0
Jeff Jackson;North Carolina;2016;DEM;0;0
Kay R. Hagan;North Carolina;2016;DEM;0;0
Kevin Day Griffin;North Carolina;2016;DEM;0;0
Pat McCrory;North Carolina;2016;REP;0;0
Ralph Bradley Miller;North Carolina;2016;DEM;0;0
Richard Burr;North Carolina;2016;REP;1;0
Roy A. Cooper;North Carolina;2016;DEM;0;0
Sean Newton Haugh;North Carolina;2016;LIB;0;0
Tom Ross;North Carolina;2016;DEM;0;0
Eliot Glassheim;North Dakota;2016;DEM;1;0
John Hoeven;North Dakota;2016;REP;1;0
Joseph Rosario DeMare;Ohio;2016;GRE;0;0
P.G.  Sittenfeld;Ohio;2016;DEM;0;0
Rob Portman;Ohio;2016;REP;1;0
Scott Allen Rupert;Ohio;2016;NNE;0;0
Ted Strickland;Ohio;2016;DEM;1;0
Tom Connors;Ohio;2016;NNE;0;0
James Lankford;Oklahoma;2016;REP;1;0
Mike Workman;Oklahoma;2016;DEM;1;0
Mark Callahan;Oregon;2016;REP;1;0
Ron Wyden;Oregon;2016;DEM;1;0
Chris Matthews;Pennsylvania;2016;DEM;0;0
Ed Pawlowski;Pennsylvania;2016;DEM;0;0
Edward G. Rendell;Pennsylvania;2016;DEM;0;0
Edward T. Clifford;Pennsylvania;2016;LIB;0;0
Everett Stern;Pennsylvania;2016;IND;0;0
Joe Sestak;Pennsylvania;2016;DEM;0;0
John Kart Fetterman;Pennsylvania;2016;DEM;0;0
Josh Shapiro;Pennsylvania;2016;DEM;0;0
Kathleen Alana McGinty;Pennsylvania;2016;DEM;1;0
Kathleen Kane;Pennsylvania;2016;DEM;0;0
Michael Nutter;Pennsylvania;2016;DEM;0;0
Patrick J. Toomey;Pennsylvania;2016;REP;1;0
Bill Bledsoe;South Carolina;2016;LIB;0;0
Joyce Dickerson;South Carolina;2016;DEM;0;0
Rebel Michael Scarborough;South Carolina;2016;AMP;0;0
Thomas Dixon;South Carolina;2016;DEM;1;0
Tim Scott;South Carolina;2016;REP;1;0
Jay H. Williams;South Dakota;2016;DEM;1;0
John Thune;South Dakota;2016;REP;1;0
Jim Matheson;Utah;2016;DEM;0;0
Jonathan Swinton;Utah;2016;DEM;0;0
Mike Lee;Utah;2016;REP;1;0
Misty Katherine Snow;Utah;2016;DEM;1;0
Stone Teiko Fonua;Utah;2016;IAP;0;0
William C. Barron;Utah;2016;IND;0;0
Cris Ericson;Vermont;2016;OTH;0;0
Jerry P. Trudell;Vermont;2016;IND;0;0
Patrick J. Leahy;Vermont;2016;DEM;1;0
Pete Diamondstone;Vermont;2016;LBU;0;0
Scott Milne;Vermont;2016;REP;1;0
Chris Vance;Washington;2016;REP;1;0
Patty Murray;Washington;2016;DEM;1;0
Gwen Moore;Wisconsin;2016;DEM;0;0
Marc Pocan;Wisconsin;2016;DEM;0;0
Mary Burke;Wisconsin;2016;DEM;0;0
Phillip N. Anderson;Wisconsin;2016;LIB;0;0
Ron Johnson;Wisconsin;2016;REP;1;0
Ron Kind;Wisconsin;2016;DEM;0;0
Russ Feingold;Wisconsin;2016;DEM;1;0
Arlester McBride;Alabama;2017;W;0;0
Chanda Mills Crutcher;Alabama;2017;W;0;0
Eulas Kirtdoll;Alabama;2017;W;0;0
Gordon Douglas Jones;Alabama;2017;DEM;1;0
Lee Busby;Alabama;2017;IND;0;0
Luther J. Strange;Alabama;2017;W;0;0
Mac Watson;Alabama;2017;W;0;0
Ron Bishop;Alabama;2017;W;0;0
Roy S. Moore;Alabama;2017;REP;1;0
Adam C. Kokesh;Arizona;2018;LIB;0;0
Angela Green;Arizona;2018;GRE;0;0
Joe Arpaio;Arizona;2018;REP;0;0
Kelli Ward;Arizona;2018;REP;0;0
Kyrsten Sinema;Arizona;2018;DEM;1;0
Martha McSally;Arizona;2018;REP;1;0
Dianne Feinstein;California;2018;DEM;1;1
Kevin de León;California;2018;DEM;1;1
Christopher Murphy;Connecticut;2018;DEM;1;0
Matthew Corey;Connecticut;2018;REP;1;0
Demitri G. Theodoropoulos;Delaware;2018;GRE;0;0
Nadine M. Frost;Delaware;2018;LIB;0;0
Rob Arlett;Delaware;2018;REP;1;0
Thomas R. Carper;Delaware;2018;DEM;1;0
Bill Nelson;Florida;2018;DEM;1;0
Rick Scott;Florida;2018;REP;1;0
Joe Donnelly;Indiana;2018;DEM;1;0
Lucy M. Brenton;Indiana;2018;LIB;0;0
Mike Braun;Indiana;2018;REP;1;0
Angus S. King Jr.;Maine;2018;IND;1;0
Eric L. Brakey;Maine;2018;REP;1;0
Zak Ringelstein;Maine;2018;DEM;1;0
Arvin Vohra;Maryland;2018;LIB;0;0
Benjamin L. Cardin;Maryland;2018;DEM;1;0
Neal Simon;Maryland;2018;IND;0;0
Tony Campbell;Maryland;2018;REP;1;0
Elizabeth Warren;Massachusetts;2018;DEM;1;0
Geoff Diehl;Massachusetts;2018;REP;1;0
Shiva Ayyadurai;Massachusetts;2018;IND;0;0
Debbie Stabenow;Michigan;2018;DEM;1;0
George E. Huffman;Michigan;2018;UST;0;0
John Howard Wilhelm;Michigan;2018;NLP;0;0
John James;Michigan;2018;REP;1;0
Marcia Squier;Michigan;2018;GRE;0;0
Amy Klobuchar;Minnesota;2018;DEM;1;0
Dennis Schuller;Minnesota;2018;IND;0;0
Jerry Trooien;Minnesota;2018;IND;0;0
Jim Newberger;Minnesota;2018;REP;1;0
Karin Housley;Minnesota;2018;REP;1;0
Paula M. Overby;Minnesota;2018;GRE;0;0
Sarah Wellington;Minnesota;2018;IND;0;0
Tina Smith;Minnesota;2018;DEM;1;0
Chris McDaniel;Mississippi;2018;REP;0;0
Cindy Hyde-Smith;Mississippi;2018;REP;1;0
Danny Bedwell;Mississippi;2018;LIB;0;0
David Baria;Mississippi;2018;DEM;1;0
Jason Shelton;Mississippi;2018;DEM;0;0
Mike Espy;Mississippi;2018;DEM;1;0
Roger F. Wicker;Mississippi;2018;REP;1;0
Shawn R. O'Hara;Mississippi;2018;REF;0;0
Tobey Bartee;Mississippi;2018;DEM;0;0
Claire McCaskill;Missouri;2018;DEM;1;0
Craig S. O'Dear;Missouri;2018;IND;0;0
Japheth R. Campbell;Missouri;2018;LIB;0;0
Jo Crain;Missouri;2018;GRE;0;0
Josh Hawley;Missouri;2018;REP;1;0
Jon Tester;Montana;2018;DEM;1;0
Matt Rosendale;Montana;2018;REP;1;0
Rick Breckenridge;Montana;2018;LIB;0;0
Deb Fischer;Nebraska;2018;REP;1;0
Jane Raybould;Nebraska;2018;DEM;1;0
Barry Michaels;Nevada;2018;IND;0;0
Dean Heller;Nevada;2018;REP;1;0
Jacky Rosen;Nevada;2018;DEM;1;0
Kamau Akil Bakari;Nevada;2018;IAP;0;0
Timothy Rex Hagan;Nevada;2018;LIB;0;0
Bob Hugin;New Jersey;2018;REP;1;0
Madelyn R. Hoffman;New Jersey;2018;GRE;0;0
Murray Sabrin;New Jersey;2018;LIB;0;0
Robert Menendez;New Jersey;2018;DEM;1;0
Aubrey Dunn;New Mexico;2018;LIB;0;0
Gary Johnson;New Mexico;2018;LIB;1;0
Martin Heinrich;New Mexico;2018;DEM;1;0
Mick Rich;New Mexico;2018;REP;1;0
Chele Farley;New York;2018;REP;1;0
Kirsten E. Gillibrand;New York;2018;DEM;1;0
Heidi Heitkamp;North Dakota;2018;DEM;1;0
Kevin Cramer;North Dakota;2018;REP;1;0
Bruce Jaynes;Ohio;2018;LIB;0;0
Jim Renacci;Ohio;2018;REP;1;0
Philena Irene Farley;Ohio;2018;GRE;0;0
Sherrod Brown;Ohio;2018;DEM;1;0
Stephen Faris;Ohio;2018;W;0;0
Dale R. Kerns;Pennsylvania;2018;LIB;0;0
Lou Barletta;Pennsylvania;2018;REP;1;0
Neal Taylor Gale;Pennsylvania;2018;GRE;0;0
Robert P. Casey Jr.;Pennsylvania;2018;DEM;1;0
Bob Flanders;Rhode Island;2018;REP;1;0
Sheldon Whitehouse;Rhode Island;2018;DEM;1;0
Marsha Blackburn;Tennessee;2018;REP;1;0
Phil Bredesen;Tennessee;2018;DEM;1;0
Beto O'Rourke;Texas;2018;DEM;1;0
Jonathan Jenkins;Texas;2018;IND;0;0
Neal M. Dikeman;Texas;2018;LIB;0;0
Ted Cruz;Texas;2018;REP;1;0
Craig R. Bowden;Utah;2018;LIB;0;0
Jenny Wilson;Utah;2018;DEM;1;0
Mitt Romney;Utah;2018;REP;1;0
Reed C. McCandless;Utah;2018;IAP;0;0
Timothy Noel Aalders;Utah;2018;CON;0;0
Bernard Sanders;Vermont;2018;IND;1;0
Brad J. Peacock;Vermont;2018;IND;0;0
Bruce Busa;Vermont;2018;IND;0;0
Edward S. Gilbert;Vermont;2018;IND;0;0
Lawrence Zupan;Vermont;2018;REP;1;0
Reid Kane;Vermont;2018;LBU;0;0
Russell Beste;Vermont;2018;IND;0;0
Corey Stewart;Virginia;2018;REP;1;0
Matt J. Waters;Virginia;2018;LIB;0;0
Tim Kaine;Virginia;2018;DEM;1;0
Maria Cantwell;Washington;2018;DEM;1;0
Susan Hutchison;Washington;2018;REP;1;0
Don Blankenship;West Virginia;2018;IND;0;0
Joe Manchin, III;West Virginia;2018;DEM;1;0
Patrick Morrisey;West Virginia;2018;REP;1;0
Rusty Hollen;West Virginia;2018;LIB;0;0
Leah Vukmir;Wisconsin;2018;REP;1;0
Tammy Baldwin;Wisconsin;2018;DEM;1;0
Gary Trauner;Wyoming;2018;DEM;1;0
John Barrasso;Wyoming;2018;REP;1;0
Joseph Porambo;Wyoming;2018;LIB;0;0
Arnold Mooney;Alabama;2020;REP;0;0
Bradley Byrne;Alabama;2020;REP;0;0
Gordon Douglas Jones;Alabama;2020;DEM;1;0
Jeff Sessions;Alabama;2020;REP;0;0
Michael Parrish;Alabama;2020;IND;0;0
Roy S. Moore;Alabama;2020;REP;0;0
Tommy Tuberville;Alabama;2020;REP;1;0
Al Gross;Alaska;2020;DEM;1;0
Dan Sullivan;Alaska;2020;REP;1;0
Forrest Dunbar;Alaska;2020;DEM;0;0
Forrest Dunbar;Alaska;2020;IND;0;0
John Wayne Howe;Alaska;2020;AKI;0;0
Daniel McCarthy;Arizona;2020;REP;0;0
Mark Kelly;Arizona;2020;DEM;1;0
Martha McSally;Arizona;2020;REP;1;0
Ruben Gallego;Arizona;2020;DEM;0;0
Ricky Dale Harrington;Arkansas;2020;LIB;1;0
Tom Cotton;Arkansas;2020;REP;1;0
Cory Gardner;Colorado;2020;REP;1;0
Daniel Doyle;Colorado;2020;OTH;0;0
John Wright Hickenlooper;Colorado;2020;DEM;1;0
Mike Johnston;Colorado;2020;DEM;0;0
Raymon Anthony Doane;Colorado;2020;LIB;0;0
Stephen Dale Evans;Colorado;2020;OTH;0;0
Christopher A. Coons;Delaware;2020;DEM;1;0
Lauren E. Witzke;Delaware;2020;REP;1;0
Mark W. Turley;Delaware;2020;IP;0;0
Nadine M. Frost;Delaware;2020;LIB;0;0
A. Wayne Johnson;Georgia;2020;REP;0;0
Al Bartell;Georgia;2020;IND;0;0
Allen Buckley;Georgia;2020;IND;0;0
Annette L. Davis Jackson;Georgia;2020;REP;0;0
Brian Richard Slowinski;Georgia;2020;LIB;0;0
David A. Perdue;Georgia;2020;REP;1;0
Deborah A. Jackson;Georgia;2020;DEM;0;0
Derrick E. Grayson;Georgia;2020;REP;0;0
Doug Collins;Georgia;2020;REP;0;0
Ed Tarver;Georgia;2020;DEM;0;0
Jamesia James;Georgia;2020;DEM;0;0
John Fortuin;Georgia;2020;GRE;0;0
Jon Ossoff;Georgia;2020;DEM;1;0
Joy Felicia Slade;Georgia;2020;DEM;0;0
Kandiss Taylor;Georgia;2020;REP;0;0
Kelly Loeffler;Georgia;2020;REP;1;0
Matt Lieberman;Georgia;2020;DEM;0;0
Michael Todd Greene;Georgia;2020;IND;0;0
Raphael Warnock;Georgia;2020;DEM;1;0
Richard Dien Winfield;Georgia;2020;DEM;0;0
Sarah Riggs Amico;Georgia;2020;DEM;0;0
Shane T. Hazel;Georgia;2020;LIB;0;0
Tamara Y. Johnson-Shealey;Georgia;2020;DEM;0;0
Teresa Tomlinson;Georgia;2020;DEM;0;0
Valencia Stovall;Georgia;2020;IND;0;0
James E. Risch;Idaho;2020;REP;1;0
Paulette E. Jordan;Idaho;2020;DEM;1;0
Danny Malouf;Illinois;2020;LIB;0;0
David F. Black;Illinois;2020;GRE;0;0
Mark C. Curran;Illinois;2020;REP;1;0
Richard J. Durbin;Illinois;2020;DEM;1;0
WIllie Wilson;Illinois;2020;IND;0;0
Eddie Mauro;Iowa;2020;DEM;0;0
Joni K. Ernst;Iowa;2020;REP;1;0
Rick W. Stewart;Iowa;2020;LIB;0;0
Suzanne Herzog;Iowa;2020;IND;0;0
Theresa Greenfield;Iowa;2020;DEM;1;0
Barbara Goolsbee Bollier;Kansas;2020;DEM;1;0
Barry Grissom;Kansas;2020;DEM;0;0
Bob Hamilton;Kansas;2020;REP;0;0
Jason Buckley;Kansas;2020;LIB;0;0
Kris W. Kobach;Kansas;2020;REP;0;0
Roger Marshall;Kansas;2020;REP;1;0
Amy McGrath;Kentucky;2020;DEM;1;0
Brad Barron;Kentucky;2020;LIB;0;0
Charles Booker;Kentucky;2020;DEM;0;0
Mitch McConnell;Kentucky;2020;REP;1;0
Aaron C. Sigler;Louisiana;2020;LIB;0;1
Adrian Perkins;Louisiana;2020;DEM;1;1
Antoine Pierce;Louisiana;2020;DEM;0;1
Bill Cassidy;Louisiana;2020;REP;1;1
Dustin Murphy;Louisiana;2020;REP;0;1
Vinny Mendoza;Louisiana;2020;IND;0;1
Betsy Sweet;Maine;2020;DEM;0;0
Danielle VanHelsing;Maine;2020;IND;0;0
Lisa Savage;Maine;2020;IND;0;0
Max Linn;Maine;2020;IND;0;0
Sara I. Gideon;Maine;2020;DEM;1;0
Susan M. Collins;Maine;2020;REP;1;0
Charles D. Baker;Massachusetts;2020;REP;0;0
Edward J. Markey;Massachusetts;2020;DEM;1;0
Joseph Kennedy III;Massachusetts;2020;DEM;0;0
Kevin J. O'Connor;Massachusetts;2020;REP;1;0
Shannon Liss-Riordan;Massachusetts;2020;DEM;0;0
Steve Pemberton;Massachusetts;2020;DEM;0;0
Bill Schuette;Michigan;2020;REP;0;0
Douglas P. Dern;Michigan;2020;NLP;0;0
Gary C. Peters;Michigan;2020;DEM;1;0
John James;Michigan;2020;REP;1;0
Marcia Squier;Michigan;2020;GRE;0;0
Valerie Willis;Michigan;2020;UST;0;0
Jason Lewis;Minnesota;2020;REP;1;0
Kevin O'Connor;Minnesota;2020;OTH;1;0
Oliver Steinberg;Minnesota;2020;OTH;0;0
Tina Smith;Minnesota;2020;DEM;1;0
Cindy Hyde-Smith;Mississippi;2020;REP;1;0
Jimmy Edwards;Mississippi;2020;LIB;0;0
Mike Espy;Mississippi;2020;DEM;1;0
Steve Bullock;Montana;2020;DEM;1;0
Steve Daines;Montana;2020;REP;1;0
Wendie Fredrickson;Montana;2020;GRE;0;0
Ben Sasse;Nebraska;2020;REP;1;0
Chris E. Janicek;Nebraska;2020;DEM;1;0
Gene Siadek;Nebraska;2020;LIB;1;0
Bill O'Brien;New Hampshire;2020;REP;0;0
Bryant Messner;New Hampshire;2020;REP;1;0
Christopher Sununu;New Hampshire;2020;REP;0;0
Corey Lewandowski;New Hampshire;2020;REP;0;0
Don Bolduc;New Hampshire;2020;REP;0;0
Jeanne Shaheen;New Hampshire;2020;DEM;1;0
Justin F. O'Donnell;New Hampshire;2020;LIB;0;0
Kelly Ayotte;New Hampshire;2020;REP;0;0
Cory A. Booker;New Jersey;2020;DEM;1;0
Hirsh Singh;New Jersey;2020;REP;0;0
Rikin Mehta;New Jersey;2020;REP;1;0
Ben Ray Luján;New Mexico;2020;DEM;1;0
Bob Walsh;New Mexico;2020;LIB;0;0
Gavin Clarkson;New Mexico;2020;REP;0;0
Mark V. Ronchetti;New Mexico;2020;REP;1;0
Cal Cunningham;North Carolina;2020;DEM;1;0
Erica Smith;North Carolina;2020;DEM;0;0
Kevin Eugene Hayes;North Carolina;2020;CON;0;0
Shannon Wilson Bray;North Carolina;2020;LIB;0;0
Thomas Roland Tillis;North Carolina;2020;REP;1;0
A. D. Nesbit;Oklahoma;2020;IND;0;0
Abby Broyles;Oklahoma;2020;DEM;1;0
James M. Inhofe;Oklahoma;2020;REP;1;0
Joan E. Farr;Oklahoma;2020;IND;0;0
Robert T. Murphy;Oklahoma;2020;LIB;0;0
Gary Dye;Oregon;2020;LIB;0;0
Ibrahim Ali Taher;Oregon;2020;PG;0;0
Jeff Merkley;Oregon;2020;DEM;1;0
Jo Rae Perkins;Oregon;2020;REP;1;0
Bill Bledsoe;South Carolina;2020;CON;0;0
Jaime Harrison;South Carolina;2020;DEM;1;0
Keenan Wallace Dunham;South Carolina;2020;LIB;0;0
Lindsey Graham;South Carolina;2020;REP;1;0
Daniel P. Ahlers;South Dakota;2020;DEM;1;0
M. Michael Rounds;South Dakota;2020;REP;1;0
Bill Hagerty;Tennessee;2020;REP;1;0
James Mackler;Tennessee;2020;DEM;0;0
Manny Sethi;Tennessee;2020;REP;0;0
Marquita Bradshaw;Tennessee;2020;DEM;1;0
Beto O'Rourke;Texas;2020;DEM;0;0
Chris Bell;Texas;2020;DEM;0;0
David B. Collins;Texas;2020;GRE;0;0
John Cornyn;Texas;2020;REP;1;0
Kerry Douglas McKennon;Texas;2020;LIB;0;0
Mary Jennings Hegar;Texas;2020;DEM;1;0
Ricardo Turullols-Bonilla;Texas;2020;IND;0;0
Royce West;Texas;2020;DEM;0;0
Sema Hernandez;Texas;2020;DEM;0;0
Daniel M. Gade;Virginia;2020;REP;1;0
Mark R. Warner;Virginia;2020;DEM;1;0
David D. Moran;West Virginia;2020;LIB;0;0
Paula Jean Swearengin;West Virginia;2020;DEM;1;0
Shelley Moore Capito;West Virginia;2020;REP;1;0
Cynthia M. Lummis;Wyoming;2020;REP;1;0
Merav Ben-David;Wyoming;2020;DEM;1;0
