"","jpg","candidate","party","clarifai_gender","clarifai_race"
"394","shelley_moore_capito.jpg","Shelley Moore Capito","REP","Feminine","White"
"395","shenna_bellows.jpg","Shenna Bellows","DEM","Feminine","White"
"396","sherrod_brown.jpg","Sherrod Brown","DEM","Masculine","White"
"397","slade_gorton.jpg","Slade Gorton","REP","Masculine","White"
"398","spencer_abraham.jpg","Spencer Abraham","REP","Masculine","White"
"399","steve_bullock.jpg","Steve Bullock","DEM","Masculine","White"
"400","steve_daines.jpg","Steve Daines","REP","Masculine","White"
"401","steve_pearce.jpg","Steve Pearce","REP","Masculine","White"
"402","steve_sauerberg.jpg","Steve Sauerberg","REP","Masculine","White"
"403","susan_collins.jpg","Susan Collins","REP","Feminine","White"
"404","susan_hutchison.jpg","Susan Hutchison","REP","Feminine","White"
"405","susan_parker.png","Susan Parker","DEM","Feminine","White"
"406","suzanne_haik_terrell.jpg","Suzanne Haik Terrell","REP","Feminine","White"
"407","tammy_baldwin.jpg","Tammy Baldwin","DEM","Feminine","White"
"408","tammy_duckworth.jpg","Tammy Duckworth","DEM","Feminine","East Asian"
"409","ted_celeste.jpg","Ted Celeste","DEM","Masculine","Middle Eastern"
"410","ted_cruz.jpg","Ted Cruz","REP","Masculine","Middle Eastern"
"411","ted_kennedy.jpg","Ted Kennedy","DEM","Masculine","White"
"412","ted_stevens.jpg","Ted Stevens","REP","Masculine","Latino_Hispanic"
"413","ted_strickland.jpg","Ted Strickland","DEM","Masculine","Middle Eastern"
"414","terri_lynn_land.jpg","Terri Lynn Land","REP","Feminine","White"
"415","theresa_greenfield.jpg","Theresa Greenfield","DEM","Feminine","White"
"416","thom_tillis.jpg","Thom Tillis","REP","Masculine","White"
"417","thomas_dixon.jpg","Thomas Dixon","DEM","Masculine","Black"
"418","thomas_kean_jr.jpg","Thomas Kean Jr.","REP","Masculine","White"
"419","tim_johnson.jpg","Tim Johnson","DEM","Masculine","White"
"420","tim_kaine.jpg","Tim Kaine","DEM","Masculine","White"
"421","tim_michels.jpg","Tim Michels","REP","Masculine","White"
"422","tim_scott.jpg","Tim Scott","REP","Masculine","Black"
"423","timothy_hutchinson.jpg","Tim Hutchinson","REP","Masculine","White"
"424","tina_smith.jpg","Tina Smith","DEM","Feminine","White"
"425","todd_akin.jpg","Todd Akin","REP","Masculine","White"
"426","todd_young.jpg","Todd Young","REP","Masculine","White"
"427","tom_allen.jpeg","Tom Allen","DEM","Masculine","White"
"428","tom_campbell.jpg","Tom Campbell","REP","Masculine","White"
"429","tom_carper.jpg","Tom Carper","DEM","Masculine","White"
"430","tom_coburn.jpg","Tom Coburn","REP","Masculine","White"
"431","tom_cotton.jpg","Tom Cotton","REP","Masculine","White"
"432","tom_daschle.jpg","Tom Daschle","DEM","Masculine","White"
"433","tom_harkin.jpg","Tom Harkin","DEM","Masculine","White"
"434","tom_smith.jpg","Tom Smith","REP","Masculine","White"
"435","tom_strickland.jpg","Tom Strickland","DEM","Masculine","White"
"436","tom_sullivan.jpg","Tom Sullivan","DEM","Masculine","White"
"437","tom_udall.jpg","Tom Udall","DEM","Masculine","White"
"438","tommy_thompson.jpg","Tommy Thompson","REP","Masculine","White"
"439","tommy_tuberville.jpg","Tommy Tuberville","REP","Masculine","White"
"440","tony_campbell.jpg","Tony Campbell","REP","Masculine","Black"
"441","tony_knowles.jpg","Tony Knowles","DEM","Masculine","Latino_Hispanic"
"442","trent_lott.jpg","Trent Lott","REP","Masculine","White"
"443","troy_brown.jpg","Troy Brown","DEM","Masculine","Black"
"444","walter_mondale.jpg","Walter Mondale","DEM","Masculine","White"
"445","wayne_allard.jpg","Wayne Allard","REP","Masculine","White"
"446","wendy_e_long.jpg","Wendy Long","REP","Feminine","White"
"447","william_g_barnes.jpg","William G. Barnes","DEM","Masculine","White"
"448","william_roth.jpg","William Roth","REP","Masculine","White"
"449","william_t_redmond.jpg","William T. Redmond","REP","Masculine","White"
"450","zell_miller.jpg","Zell Miller","DEM","Masculine","White"
